S.No,state_code,latitude,longitude,zip_code,city,name,labels,founded_at,closed_at,period,first_funding_at,last_funding_at,Funding period,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,total_rounds,avg_participants,is_top500,status
470,CA,37.391727,-122.077597,94041,Mountain View,Krillion,1,05-01-2006,12/31/2013,2801,6/14/2006,6/14/2006,0,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,acquired
471,OH,39.099909,-84.504243,45202,Cincinnati,Transactiv,0,07-01-2009,7/19/2013,1479,10/13/2009,10/13/2009,0,0,0,0,0,2,1,1200000,2,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,closed
472,CA,34.054935,-118.244476,90049,Los Angeles,nprogress,0,02-01-2010,01-01-2012,699,12-01-2011,12-01-2011,0,2,2,1,1,4,1,1700000,2,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,closed
473,CA,39.762314,-104.982256,94010,Burlingame,Brightkite,1,01-01-2007,12-01-2011,1795,08-01-2007,07-06-2009,705,1,3,1,5,9,3,1415000,4,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,acquired
474,CA,37.7915,-122.40045,94104,San Francisco,Peanut Labs,1,01-01-2005,12/31/2013,3286,02-01-2006,2/19/2008,748,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1.5,1,acquired
475,MA,42.354023,-71.058096,2110,Boston,FlipKey,1,01-01-2007,12/31/2013,2556,12-01-2007,8/20/2008,263,0.9151,1.6356,4.8521,6.0904,7,2,500000,2,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,acquired
476,TX,32.997114,-96.676137,75082,Richardson,AppTrigger,1,01-01-2002,12/31/2013,4382,12/13/2007,12/13/2007,0,5.9507,5.9507,0,0,1,1,21500000,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,1,acquired
477,UT,40.3310529,-111.7276347,84042,Lindon,Footnote,1,06-01-2006,12/31/2013,2770,6/16/2006,01-01-2008,564,0.0411,1.5863,2.2795,4.3918,4,2,10000000,2,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,acquired
478,CA,34.054935,-118.244476,90064,Los Angeles,NextMedium,0,01-01-2004,12/24/2011,2914,02-01-2005,7/24/2006,538,1,3,4,4,7,2,9500000,1,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2.5,1,closed
479,NM,35.084103,-106.650985,87102,Albuquerque,iosil Energy,0,01-01-2007,03-04-2012,1889,12/24/2009,3/17/2012,814,3,5,0,0,4,2,13875001,0,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,closed
480,NJ,40.347054,-74.064306,7701,Red Bank,Kurani Interactive,0,01-01-2000,06-01-2013,4900,11/25/2010,11/25/2010,0,11,11,9,9,5,1,275000,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,closed
481,CA,37.426316,-122.141082,94306,Palo Alto,Kapow Software,1,01-01-2005,12/31/2013,3286,02-01-2005,1/13/2010,1807,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2.5,1,acquired
482,MA,42.360253,-71.058291,2110,Boston,Locately,1,07-01-2008,12/31/2013,2009,08-01-2010,07-07-2012,706,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,acquired
483,CA,37.520592,-122.255907,94306,Palo Alto,TrustedID,1,01-01-2005,12/31/2013,3286,10-01-2005,10/18/2007,747,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,1,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,1,acquired
484,PA,40.6015759,-75.3611135,18015,Bethlehem,Ciclon Semiconductor Device Corporation,1,01-01-2004,12/31/2013,3652,08-02-2005,03-07-2007,582,1.5863,3.1808,0,0,1,3,24150000,0,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2,1,acquired
485,CA,37.382162,-122.036301,94086,Sunnyvale,Azingo,0,01-01-2005,08-11-2009,1683,10-01-2006,7/18/2008,656,2,4,2,2,4,2,80000000,1,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,closed
486,CA,37.354469,-121.990433,95051,Santa Clara,Vudu,1,01-01-2004,12/31/2013,3652,06-01-2005,4/29/2007,697,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3.5,1,acquired
487,MO,38.703764,-90.443832,63043,Saint Louis,"ITOG, Inc.",0,9/19/2006,4/16/2010,1305,02-11-2008,02-11-2008,0,1,1,0,0,1,1,205000,0,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,closed
488,CA,37.387845,-122.055197,94089,Sunnyvale,Plaxo,1,11/17/2002,12/31/2013,4062,11-01-2002,02-01-2007,1553,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2.5,1,acquired
489,CA,37.550954,-122.315396,94303,Palo Alto,Sharetivity,0,07-07-2007,11-11-2012,1954,05-01-2006,05-01-2006,0,-1,-1,1,1,1,1,2000000,1,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,closed
490,CA,37.627971,-122.426804,94066,San Bruno,YouTube,1,02-01-2005,12/31/2013,3255,11-01-2005,04-01-2006,151,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,acquired
491,NY,40.730646,-73.986614,10018,New York City,Hashable,0,01-01-2010,7/25/2012,936,11/22/2010,11/22/2010,0,1,1,1,3,15,1,4000000,2,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,closed
492,NY,40.74929,-73.981328,10016,New York,MyNines,0,08-01-2009,08-05-2011,734,4/19/2010,4/19/2010,0,1,1,1,2,2,1,500000,2,0,1,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,closed
493,TX,30.387275,-97.759511,78759,Austin,itzbig,0,06-01-2006,3/24/2010,1392,2/27/2007,2/27/2007,0,1,1,1,4,9,1,4000000,2,0,0,0,1,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,closed
494,NY,40.650104,-73.949582,11201,Brooklyn,Loosecubes,0,01-01-2010,01-01-2012,730,01-01-2010,06-05-2012,886,0,2,2,2,8,2,9030000,2,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,1,closed
495,PA,39.952399,-75.16359,19104,Philadelphia,Avid Radiopharmaceuticals,1,01-01-2005,12/31/2013,3286,1/25/2005,5/21/2009,1577,0.0658,4.3863,0,0,15,4,69900000,0,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,4.75,1,acquired
496,CA,34.050451,-118.437775,90024,Los Angeles,Contur,0,09-01-2011,11-01-2012,427,05-01-2012,05-01-2012,0,1,1,0,0,2,1,20000,1,1,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,closed
497,IN,39.7672093,-86.1580785,46204,Indianapolis,ExactTarget,1,12-01-2000,12/31/2013,4778,7/21/2004,10/24/2012,3017,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,acquired
498,MA,42.504817,-71.195611,1803,Burlington,Rhythmia Medical,1,01-01-2004,12/31/2013,3652,02-06-2007,9/24/2010,1326,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,0,0,1,0,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,acquired
499,CA,37.437328,-122.159928,94303,Palo Alto,MyMiniLife,1,01-01-2007,12/31/2013,2556,11/15/2006,11/15/2007,365,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.6667,0,acquired
500,CA,37.538352,-122.299665,94403,San Mateo,Adept Cloud,1,06-01-2011,12/31/2013,944,10-01-2012,11-01-2012,31,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,acquired
501,CA,37.4484914,-122.1802812,94025,Menlo Park,Factery,0,04-01-2009,1/17/2013,1387,09-10-2009,09-10-2009,0,0,0,1,1,2,1,1200000,1,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,closed
502,PA,40.364273,-74.951278,18938,New Hope,"MeetMe, Inc.",1,04-01-2005,12/31/2013,3196,1/29/2007,7/29/2008,547,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2.5,1,acquired
503,CO,39.6478,-104.9875,80155,Englewood,WildBlue,1,01-01-2004,12/31/2013,3652,09-03-2008,09-03-2008,0,4.6767,4.6767,5.9671,5.9671,0,1,50000000,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,acquired
504,CA,34.054935,-118.244476,90039,Los Angeles,HeadCase Humanufacturing,0,01-01-2006,01-01-2012,2191,8/28/2006,8/28/2006,0,1,1,0,0,3,1,900000,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,closed
505,CA,37.563905,-122.324688,94401,San Mateo,bluepulse,0,04-10-1990,01-01-2010,7206,04-01-2007,04-01-2007,0,17,17,17,18,7,1,6000000,2,1,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,closed
506,NY,40.729839,-73.991781,10003,New York,Mr. Youth,1,01-01-2002,12/31/2013,4382,10-01-2002,02-01-2009,2315,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,acquired
507,CA,38.232583,-122.636465,94954,Petaluma,Teknovus,1,01-01-2001,12/31/2013,4747,01-01-2002,11/16/2009,2876,1,8.8795,4.0027,9.1863,7,5,62600000,2,1,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,4,9.3333,1,acquired
508,CA,37.486368,-122.230116,94063,Redwood City,Qik,1,06-01-2006,12/31/2013,2770,04-09-2008,01-06-2011,1002,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2.25,1,acquired
509,CA,34.172904,-118.374037,91601,North Hollywood,EQAL,1,04-01-2008,12/31/2013,2100,4/16/2008,5/23/2011,1132,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,7,1,acquired
510,TX,31.5682893,-97.1973664,76710,Waco,IonLogix Systems,0,12-11-2007,02-02-2011,1149,10/24/2008,10/24/2008,0,1,1,0,0,1,1,30000,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,closed
511,CA,37.386778,-121.966277,95054,Santa Clara,Atrica,0,01-01-2000,12/13/2007,2903,04-05-2006,04-05-2006,0,6,6,6,6,10,1,22200000,1,1,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,closed
512,CO,40.0186731,-105.2762236,80302,Boulder,Socialthing,1,5/18/2007,12/31/2013,2419,08-01-2007,10/23/2007,83,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,acquired
513,NY,40.743808,-73.983626,10010,New York,Next New Networks,1,03-01-2007,12/31/2013,2497,01-01-2007,12/29/2010,1458,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3.5,1,acquired
514,CA,34.394343,-119.51231,93013,Carpinteria,AdECN,1,01-01-2003,12/31/2013,4017,02-01-2006,02-01-2006,0,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,1,acquired
515,CA,37.451124,-122.166264,94025,Menlo Park,Cuil,0,01-01-2005,09-01-2010,2069,03-01-2007,4/15/2008,411,2,3,3,8,13,2,33000000,4,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2.5,1,closed
516,CA,37.430025,-122.09998,94043,Mountain View,Sensory Networks,1,01-01-2003,12/31/2013,4017,10-10-2005,01-01-2008,813,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,1,acquired
517,CA,37.491356,-122.228843,94025,Menlo Park,Flock,1,01-01-2005,12/31/2013,3286,01-01-2005,5/21/2008,1236,0,3.3863,5.3973,8.7123,17,5,28300000,4,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,2,1,acquired
518,CA,37.563585,-122.324621,94043,Mountain View,AdMob,1,12-01-2006,12/31/2013,2587,09-01-2006,1/29/2009,881,-0.2493,2.1644,1.411,6.537,42,4,46800000,6,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3,2.5,1,acquired
519,IL,41.879535,-87.624333,60654,Chicago,FeeFighters,1,01-01-2009,12/31/2013,1825,05-01-2010,01-12-2011,256,1.3288,2.0301,2,2.0301,5,3,1525000,2,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.6667,1,acquired
520,NY,40.730646,-73.986614,10010,New York City,WeHostels,1,11/15/2011,12/31/2013,777,3/18/2012,3/18/2012,0,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,0,1,0,0,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,acquired
521,CA,37.391642,-122.093935,94040,Mountain View,TimeBridge,1,05-01-2005,12/31/2013,3166,07-05-2005,05-11-2009,1406,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1.6667,1,acquired
522,PA,39.959721,-75.605964,19380,West Chester,Lazarus Therapeutics,0,01-01-2006,02-01-2012,2222,08-02-2010,08-02-2010,0,5,5,0,0,1,1,100000,0,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,closed
523,CA,37.779281,-122.419236,94105,San Francisco,Loyalty Lab,1,01-01-2003,12/31/2013,4017,3/22/2005,4/29/2010,1864,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1.6667,1,acquired
524,TN,36.16223,-86.774353,37201,Nashville,RentStuff.com,1,01-01-2010,12/31/2013,1460,05-05-2011,04-12-2012,343,1.3397,2.2795,1,1,3,2,675000,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0,acquired
525,CA,37.3725243,-122.035963,94086,Sunnyvale,ZManda,1,01-01-2005,12/31/2013,3286,01-01-2005,5/22/2007,871,0,2.3863,0,0,5,2,13000000,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2.5,1,acquired
526,NY,40.728425,-73.999882,10012,New York,Jumo,1,02-01-2010,12/31/2013,1429,11-01-2010,11-01-2010,0,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,0,1,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,acquired
527,MA,42.49173,-71.281795,1730,Bedford,Sionex,0,01-01-2001,08-06-2010,3504,12-07-2005,12-07-2005,0,5,5,0,0,2,1,12000000,1,0,0,1,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,1,closed
528,CA,37.524422,-122.265869,94002,Belmont,sezmi,1,01-01-2007,12/31/2013,2556,08-01-2007,11-07-2011,1559,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,4.3333,1,acquired
529,TN,36.13996,-86.796377,37212,Nashville,StudioNow,1,01-01-2007,12/31/2013,2556,6/15/2007,1/29/2013,2055,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,acquired
530,CA,37.79402,-122.4031242,94111,San Francisco,PicApp,1,01-01-2008,12/31/2013,2191,9/17/2008,9/17/2008,0,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,acquired
531,WA,47.184901,-122.292141,98371,Puyallup,Million Dollar Earth,0,03-01-2011,10-01-2012,580,03-07-2011,03-07-2011,0,0,0,0,0,1,1,30000,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,closed
532,CA,37.538352,-122.299665,94403,San Mateo,Composite Software,1,01-01-2002,12/31/2013,4382,01-01-2002,10/24/2012,3949,0,10.8192,9.5863,9.5863,28,3,14650003,1,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,acquired
533,CA,37.7710177,-122.4025976,94110,San Francisco,Terracotta,1,01-01-2003,12/31/2013,4017,2/27/2006,09-01-2008,917,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,1,acquired
534,MA,42.493447,-71.514104,1719,Boxborough,FireStar Software,0,01-01-2001,4/29/2010,3405,01-03-2006,01-03-2006,0,5,5,0,0,2,1,980000,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,closed
535,CA,37.390956,-122.032795,94085,Sunnyvale,Aquest Systems,0,01-01-2004,11-10-2010,2505,2/26/2007,2/26/2007,0,3,3,0,0,0,1,20000000,0,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,1,closed
536,WA,47.603327,-122.334983,98104,Seattle,Faves,0,12-01-2004,12/31/2011,2586,01-01-2004,01-01-2004,0,-1,-1,0,0,4,1,1500000,0,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,closed
537,CA,34.031328,-118.471463,90404,Santa Monica,Generate,1,01-01-2004,12/31/2013,3652,03-04-2008,7/14/2009,497,4.1753,5.537,6.3836,6.3836,0,2,8000000,1,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.5,1,acquired
538,CA,37.453687,-122.228595,94401,San Mateo,Attributor,1,10-01-2005,12/31/2013,3013,1/28/2006,06-10-2010,1594,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,1,acquired
539,CA,37.552262,-122.292146,94403,San Mateo,Greenplum Software,1,06-01-2003,12/31/2013,3866,03-01-2006,01-01-2008,671,2.7507,4.589,7.9205,9.211,21,4,61000000,2,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,1,acquired
540,CA,37.396312,-121.961396,95054,Santa Clara,PlaySpan,1,05-01-2006,12/31/2013,2801,09-01-2007,8/19/2010,1083,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,3,4.25,1,acquired
541,MD,38.963492,-77.091025,20815,Chevy Chase,JackBe,1,01-01-2002,12/31/2013,4382,01-10-2006,04-08-2010,1549,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4.3333,1,acquired
542,CA,37.496904,-122.333057,94404,San Mateo,D2C Games,0,01-01-2006,2/26/2008,786,12/27/2006,8/29/2007,245,1,2,-1,-1,1,2,7500000,1,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,closed
543,CA,37.557637,-122.285714,94304,Palo Alto,Zimbra,1,01-01-2003,12/31/2013,4017,04-01-2006,04-01-2006,0,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9,1,acquired
544,WA,47.5827803,-122.1548103,98005,Bellevue,Smith & Tinker,0,01-01-2007,11-08-2012,2138,8/25/2009,8/25/2009,0,3,3,1,1,1,1,29000000,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,closed
545,CA,37.390233,-122.033741,94085,Sunnyvale,Mu Dynamics,1,01-01-2005,12/31/2013,3286,01-01-2005,5/19/2008,1234,0,3.3808,5.6795,5.6795,5,3,24000000,1,1,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,2.6667,1,acquired
546,CA,34.1411985,-118.7040908,91302,Calabasas,Fulcrum Microsystems,1,01-01-2000,12/31/2013,5113,05-09-2005,3/15/2010,1771,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,1,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,5.6667,1,acquired
547,CA,41.78942,-87.596232,94105,San Francisco,ReTel Technologies,1,10-01-2007,12/31/2013,2283,08-06-2009,12-02-2009,118,1.8493,2.1726,2.1699,5.0822,4,2,1000000,3,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4.5,1,acquired
548,CO,39.977763,-105.13193,80027,Louisville,NexGen Storage,1,01-01-2010,12/31/2013,1460,02-07-2011,11/15/2011,281,1.1014,1.8712,2.6466,2.6959,14,2,12010000,2,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2.5,1,acquired
549,MA,42.479262,-71.152277,1801,Woburn,WAY Systems,1,01-01-2002,12/31/2013,4382,10-03-2005,10-03-2005,0,3.7562,3.7562,-1,8.674,2,1,22000000,3,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,acquired
550,CA,37.459177,-122.173907,94025,Menlo Park,Roxro Pharma,0,01-01-1999,01-01-2001,731,06-12-2007,06-12-2007,0,8,8,0,0,1,1,42700000,0,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,closed
551,CA,37.4587657,-122.1725191,94025,Menlo Park,Intelliden,1,01-01-2000,12/31/2013,5113,12/21/2005,5/22/2007,517,5.9753,7.3918,4.0027,4.0027,5,3,80000000,1,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,1,acquired
552,CA,37.288326,-121.945633,95008-2069,Campbell,Forrst,1,1/25/2010,12/31/2013,1436,3/24/2011,3/24/2011,0,1.1589,1.1589,-0.0658,2.9616,3,1,205000,3,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,acquired
553,NY,40.730646,-73.986614,10017,New York,XGraph,1,10-01-2008,12/31/2013,1917,07-07-2010,07-07-2010,0,1.7644,1.7644,0,3.0849,5,1,3750000,2,0,1,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,acquired
554,CA,37.441537,-122.158332,94301,Palo Alto,Color Labs Inc.,0,08-01-2010,06-01-2013,1035,08-01-2010,3/23/2011,234,0,1,2,3,11,2,41000000,2,1,0,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1.5,1,closed
555,CA,37.393536,-122.076747,94306,Palo Alto,Playdom,1,02-01-2008,12/31/2013,2160,11-11-2009,6/21/2010,222,1.7781,2.3863,2.3123,4.6301,37,2,76000000,3,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,1,acquired
556,MA,42.493447,-71.514104,1719,Boxborough,Digital Reef,1,01-01-2006,12/31/2013,2921,01-01-2006,10-01-2008,1004,0,2.7507,3.3315,5.2438,9,2,20000000,2,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,acquired
557,CA,37.779281,-122.419236,94107,San Francisco,Servio,1,4/30/2009,12/31/2013,1706,8/13/2010,03-06-2013,936,1.2877,3.8521,1.3945,4.2356,11,2,9356180,4,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1.5,1,acquired
558,NY,40.743662,-73.984268,10016,New York,Advaliant,0,4/16/2013,05-04-2009,-1443,04-01-2004,04-01-2004,0,-9,-9,-6,-4,6,1,100000,2,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,closed
559,GA,33.7812614,-84.3675617,30309,Atlanta,Vocalocity,1,01-01-2007,12/31/2013,2556,1/28/2009,8/29/2011,943,2.0767,4.6603,4.5836,4.726,9,2,13600000,2,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,acquired
560,CA,37.7766184,-122.3938931,94107,San Francisco,Dapper,1,10-01-2006,11/16/2010,1507,12-01-2007,12-01-2007,0,1,1,2,4,19,1,3000000,4,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,acquired
561,CA,37.791564,-122.399981,94104,San Francisco,SeeSaw Networks,0,01-01-2005,01-01-2012,2556,11/16/2006,6/23/2011,1680,2,6,0,0,4,5,21138876,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,2,1,closed
562,MA,42.364014,-71.101375,2139,Cambridge,oneforty,1,3/31/2009,12/31/2013,1736,06-10-2009,01-11-2010,215,0.1945,0.7836,1.211,2.3836,13,4,2345000,3,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,5.75,1,acquired
563,CA,37.566123,-122.323045,94401,San Mateo,Smalltown,0,1/15/2005,01-04-2010,1815,11-01-2005,11-01-2005,0,1,1,2,3,7,1,4000000,4,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,closed
